Severidad
5.18
55.22
2.85
14.30
1.36
1.20
37.12
295.21
5.16
624.79
4.18
27.49
468.41
4.39
2.72
0.01
81.84
8.03
1.64
1.27
176.35
66.61
0.62
0.15
4.83
318.87
313.66
2.68
29.78
21.24
1.01
1.68
0.49
133.12
5.24
31.81
26.32
4.12
0.30
0.45
38.59
0.44
0.09
0.04
7.10
185.51
0.11
2.41
0.02
0.44
5.10
152.30
4.68
9.70
6.01
4301.29
1957.57
0.06
0.54
11.33
12.87
0.52
9.19
20.53
1.48
0.48
18.01
136.12
200.80
0.74
38.48
167.76
48.33
0.40
9.25
0.05
19.08
0.01
269.48
8.76
0.01
19.51
291.15
11.38
3.80
0.33
76.40
23752.85
0.13
56.64
2.05
1.94
509.56
16.92
154.09
80.34
7.36
3384.26
19.14
41.31
0.21
0.04
1.14
784.91
44.99
4.05
34.79
0.32
0.06
1.73
43.37
0.72
91.35
0.05
1.77
0.87
39.65
0.06
44.38
0.26
0.10
1.06
6.24
417.26
13738.26
5.64
11.58
239.22
2.15
261.76
0.18
8.43
8.65
0.11
23.62
24821.12
0.04
2.07
0.54
0.02
13.43
2.69
45.08
3.12
0.00
8.93
55.84
3.87
0.38
87.48
28.32
18.76
0.28
160.08
9.06
2.85
26.12
187.77
13.32
0.14
2.76
28.58
9122.93
3.27
4.47
0.00
0.51
80.78
123.31
35.63
2.63
0.46
0.07
0.04
0.16
0.10
51.97
442.44
0.01
6910.14
0.25
2.51
23.88
23.13
297.08
0.03
17.74
0.48
4.87
9.22
5.32
0.14
0.13
97.96
0.18
14.87
0.27
494.52
0.13
1.29
5.12
66.45
10.12
3236.74
1175.78
26.64
27.41
1141.43
2.62
0.11
12.42
2.04
0.00
11.63
41.00
0.84
56.08
0.56
53.44
40.08
7.68
13.03
55.14
0.04
15.87
574.90
3.45
0.12
58.35
160.79
7.64
909.42
62.47
0.32
147.04
2.70
117.46
6.08
25.03
61.59
1.01
0.06
7.40
1.05
60.84
10.15
16.90
520.75
3.25
42.64
3.87
78.95
2.46
1.79
158.75
0.00
0.44
0.42
0.85
0.65
0.80
0.01
0.02
1.46
0.22
1.63
64.21
148.12
11.71
11.65
729.78
14.93
14.92
6.65
0.51
23.11
2659.68
10.53
369.87
0.06
0.12
83.33
13.54
10.47
52.48
92.68
0.16
13.88
2636.10
0.69
0.04
1.33
1242.25
0.49
97.54
7.91
1.21
4.32
3.32
1587.71
125.97
18.00
0.70
0.59
42.21
3.80
2.42
19.67
765.23
2.05
5.54
22.40
2.20
0.40
261.83
0.14
26.31
84.95
5.96
1.01
0.72
45.23
20.43
4.78
4724.36
0.11
4.37
1.21
0.32
213.69
463.38
0.22
9.44
0.39
0.06
2.31
1.97
0.03
1.01
28.53
16.56
289.91
3.92
2.81
4.28
16.54
65.98
1.72
527.05
35.52
56.02
7.09
170.06
31.93
10.30
98.42
4.24
33.60
1.57
0.91
33.81
77.62
4.10
10.70
13.67
15.58
5.42
28.01
0.00
27.23
236.28
47.15
4.09
3.21
4.14
790.55
61.65
0.05
40.97
8.66
16.76
0.19
2.20
0.17
53.66
0.03
393.83
0.47
0.25
1.96
80.11
0.33
2.93
16.33
2506.22
2.65
125.86
1911.95
69.67
167.14
12.23
2.90
0.85
71.47
386.99
1.92
415.79
1.28
658.92
39.02
85.94
4.67
2.63
1.84
1.04
1.62
143.00
22.35
0.80
0.76
637.65
0.93
22.77
47.50
0.24
0.79
2.52
44.25
233.16
0.46
0.68
1.28
977.98
9.07
1172.64
0.27
0.29
8.75
0.01
117.91
340.53
0.67
155.19
3069.12
0.27
436.09
0.21
0.56
419.74
34.33
2.25
41.89
2924.73
0.03
5604.36
134.34
0.31
0.30
0.44
0.33
3.43
0.06
3.80
3.09
0.12
488.91
3.53
3.52
34.45
53.56
2.20
42.53
2.61
9.21
312.44
0.17
636.78
48.75
0.39
0.37
40.82
3.74
32.25
32.09
49.86
24.07
14.73
5764.33
21.44
0.31
13.53
1.77
0.94
0.68
0.34
7.16
39.39
0.08
6.53
22.24
1.78
27.17
0.69
105.96
50.47
2.79
221.02
31.61
0.05
100.04
9.21
0.04
0.57
62.33
0.61
4.82
388.55
0.13
0.01
56.39
43.94
97.23
1.60
22.31
37.40
2.06
3.20
17.66
18.92
0.27
9.52
83.08
62.88
78.66
2.18
9.16
56.88
53.42
3.21
3.06
28.03
19.56
1.38
23.44
0.01
114.07
916.05
0.22
0.18
59.54
1.99
4.41
35.40
3.96
0.48
0.12
0.41
0.25
1.29
0.48
11.91
5.00
162.63
71.69
22.98
17.68
0.12
2.72
0.50
53350.82
4.00
124.53
0.24
0.30
12.44
5.51
24.44
0.18
136.49
4.70
25.36
1.46
175.68
2.62
1.70
3.28
1.93
85.82
3.28
11.01
2.08
8.47
2.03
1.33
5.21
74.73
1.85
0.28
30.90
0.64
82.50
68.17
6.38
0.71
134.01
2.11
0.19
11.86
0.06
116.15
14.50
13.04
564.73
0.46
3.32
6.62
0.24
545.46
1.50
21.92
3507.57
79.67
49.95
1.42
1.65
0.92
70.25
1.20
22486.74
9.55
784.10
75.23
25.12
83.49
1.06
73.27
757.35
48.23
4.37
0.77
10.09
4.88
11.05
10.31
3.12
379.96
4.02
8.24
65.20
21.88
1.48
22.13
1.90
833.84
2.32
1.82
45.47
28.78
248.28
130.54
157.71
1.13
1297.68
0.57
5.94
7.27
0.51
1720.15
2.78
581.39
294.73
696.00
214.86
5.66
189.71
3.53
133.81
2.32
1.22
1.66
20.37
89.20
0.18
4.52
49.53
2.60
61.75
1.04
26.70
18.93
190.08
0.25
0.00
5.76
0.01
0.44
0.02
1.10
1.16
6.39
188.34
0.07
10.92
1.25
0.61
55.21
0.04
9.69
9.11
512.41
0.49
0.74
8.93
0.01
5.00
2739.52
1.74
0.85
10537.41
0.05
1340.49
16.19
406.72
1.55
12.47
7.57
4.23
4.62
15.95
0.74
0.91
1874.82
3.62
1.24
2.48
14.70
0.00
394.46
188.58
128.30
80.20
229.30
11.26
548.28
0.85
0.83
0.47
3.69
2.30
1.10
5.19
317466.51
89.22
0.11
52.50
50212.64
0.32
41.89
121.87
2.84
0.67
0.34
0.41
21.91
754.44
5.46
240.57
73.52
0.10
124.53
30.69
526.64
1.88
0.30
11.08
0.12
2.87
0.04
0.13
116.72
69.30
52.69
4.67
74.54
0.16
0.18
2256.45
121.32
0.16
0.38
43.29
3.94
142.12
64.99
10.43
4.65
452.35
6.16
72.99
0.06
84.48
