Obama
HHRT2943
HHRT1554
HHRT2508
HHRT838
HHRT377
HHRT1958
HHRT1848
HHRT637
HHRT1245
HHRT2935
HHRT2148
HHRT2059
HHRT399
HHRT1751
HHRT67
HHRT591
HHRT1293
HHRT365
HHRT1232
HHRT2057
HHRT1286
HHRT938
HHRT1039
HHRT916
HHRT339
HHRT350
HHRT1144
HHRT2147
HHRT1171
HHRT2668
HHRT1020
HHRT1290
HHRT1853
HHRT1739
HHRT1147
HHRT340
HHRT1016
HHRT1667
HHRT2282
HHRT1382
HHRT1826
HHRT1873
HHRT2347
HHRT1553
HHRT543
HHRT1435
HHRT813
HHRT1397
HHRT2181
HHRT2730
HHRT1938
HHRT1749
HHRT1373
HHRT2963
HHRT1211
HHRT1347
HHRT1890
HHRT2328
HHRT269
HHRT1143
HHRT80
HHRT2267
HHRT9
HHRT1183
HHRT1315
HHRT1283
HHRT2515
HHRT739
HHRT1352
HHRT620
HHRT754
HHRT1774
HHRT1566
HHRT1361
HHRT1899
HHRT1358
HHRT835
HHRT2490
HHRT1722
HHRT2297
HHRT959
HHRT2855
HHRT778
HHRT2910
HHRT1997
HHRT45
HHRT2132
HHRT2409
HHRT1659
HHRT2123
HHRT849
HHRT2434
HHRT1773
HHRT1053
HHRT1141
HHRT2232
HHRT1400
HHRT1137
HHRT2392
HHRT1173
HHRT1222
HHRT659
HHRT1289
HHRT315
HHRT1359
HHRT2316
HHRT1860
HHRT915
HHRT2461
HHRT368
HHRT2492
HHRT2421
HHRT2477
HHRT705
HHRT978
HHRT2274
HHRT2292
HHRT2655
HHRT2118
HHRT953
HHRT2018
HHRT1756
HHRT931
HHRT982
HHRT233
HHRT2038
HHRT2808
HHRT2729
HHRT1208
HHRT1978
HHRT1132
HHRT1678
HHRT375
HHRT1863
HHRT2696
HHRT2600
HHRT1196
HHRT2961
HHRT560
HHRT1782
HHRT1394
HHRT1095
HHRT1530
HHRT25
HHRT196
HHRT285
HHRT921
HHRT920
HHRT1733
HHRT1298
HHRT548
HHRT1385
HHRT2678
HHRT2575
HHRT1462
HHRT1311
HHRT1549
HHRT1973
HHRT1750
HHRT2629
HHRT767
HHRT50
HHRT306
HHRT2825
HHRT1935
HHRT2134
HHRT2559
HHRT1357
HHRT2084
HHRT378
HHRT934
HHRT107
HHRT1883
HHRT1106
HHRT1271
HHRT348
HHRT2044
HHRT2970
HHRT2731
HHRT1073
HHRT1408
HHRT223
HHRT2273
HHRT2799
HHRT450
HHRT898
HHRT2176
HHRT376
HHRT57
HHRT876
HHRT2648
HHRT2936
HHRT535
HHRT2489
HHRT2255
HHRT2969
HHRT240
HHRT2036
HHRT1965
HHRT208
HHRT1819
HHRT1430
HHRT2305
HHRT1479
HHRT283
HHRT1737
HHRT2234
HHRT1473
HHRT1857
HHRT992
HHRT2950
HHRT2256
HHRT1852
HHRT962
HHRT869
HHRT1743
HHRT2306
HHRT1964
HHRT2619
HHRT2897
HHRT1437
HHRT905
HHRT312
HHRT1683
HHRT2163
HHRT715
HHRT331
HHRT1251
HHRT125
HHRT782
HHRT2509
HHRT1030
HHRT1240
HHRT989
HHRT2590
HHRT1055
HHRT2343
HHRT167
HHRT1674
HHRT2826
HHRT2077
HHRT520
HHRT2236
HHRT2246
HHRT1842
HHRT1558
HHRT2710
HHRT1254
HHRT184
HHRT641
HHRT2058
HHRT1392
HHRT195
HHRT2709
HHRT268
HHRT1587
HHRT2637
HHRT30
HHRT2636
HHRT120
HHRT2054
HHRT1059
HHRT1723
HHRT2914
HHRT622
HHRT952
HHRT1922
HHRT1050
HHRT2968
HHRT792
HHRT2836
HHRT2541
HHRT463
HHRT2946
HHRT1831
HHRT1799
HHRT1261
HHRT521
HHRT4
HHRT799
HHRT1804
HHRT1390
HHRT2389
HHRT774
HHRT2299
HHRT2441
HHRT62
HHRT110
HHRT2849
HHRT2202
HHRT2560
HHRT871
HHRT983
HHRT303
HHRT1512
HHRT1108
HHRT1535
HHRT2050
HHRT872
HHRT96
HHRT955
HHRT1929
HHRT2644
HHRT2124
HHRT2399
HHRT2688
HHRT552
HHRT1125
HHRT1866
HHRT128
HHRT929
HHRT1673
HHRT264
HHRT927
HHRT580
HHRT1685
HHRT2526
HHRT2652
HHRT1094
HHRT212
HHRT817
HHRT2203
HHRT139
HHRT493
HHRT1679
HHRT1277
HHRT1928
HHRT565
HHRT1052
HHRT2613
HHRT1830
HHRT2400
HHRT954
HHRT2823
HHRT1845
HHRT2949
HHRT1765
HHRT2892
HHRT2719
HHRT2504
HHRT766
HHRT370
HHRT2229
HHRT840
HHRT967
HHRT1834
HHRT2832
HHRT1233
HHRT1510
HHRT994
HHRT1728
HHRT1562
HHRT2721
HHRT526
HHRT638
HHRT1494
HHRT618
HHRT221
HHRT1466
HHRT2248
HHRT359
HHRT2948
HHRT166
HHRT1533
HHRT2606
HHRT2514
HHRT727
HHRT1070
HHRT1570
HHRT576
HHRT1840
HHRT945
HHRT2865
HHRT630
HHRT54
HHRT805
HHRT2868
HHRT1594
HHRT1744
HHRT343
HHRT278
HHRT1353
HHRT923
HHRT2899
HHRT749
HHRT1022
HHRT870
HHRT563
HHRT2473
HHRT152
HHRT1724
HHRT2628
HHRT2700
HHRT2942
HHRT753
HHRT1267
HHRT148
HHRT2512
HHRT2966
HHRT2741
HHRT878
HHRT1133
HHRT1880
HHRT2962
HHRT88
HHRT2833
HHRT1586
HHRT2998
HHRT274
HHRT2876
HHRT1227
HHRT801
HHRT1747
HHRT793
HHRT1523
HHRT2988
HHRT808
HHRT79
HHRT2278
HHRT972
HHRT2231
HHRT1411
HHRT2785
HHRT789
HHRT658
HHRT1460
HHRT2517
HHRT114
HHRT2186
HHRT1060
HHRT2417
HHRT83
HHRT1458
HHRT1633
HHRT1256
HHRT522
HHRT1981
HHRT988
HHRT717
HHRT1434
HHRT12
HHRT2915
HHRT2738
HHRT2378
HHRT65
HHRT2768
HHRT936
HHRT1592
HHRT446
HHRT84
HHRT2377
HHRT2043
HHRT1540
HHRT2358
HHRT1041
HHRT1292
HHRT725
HHRT317
HHRT1393
HHRT2878
HHRT975
HHRT82
HHRT2270
HHRT557
HHRT621
HHRT97
HHRT2117
HHRT2814
HHRT73
HHRT730
HHRT918
HHRT1035
HHRT424
HHRT809
HHRT897
HHRT1878
HHRT1025
HHRT1109
HHRT2052
HHRT177
HHRT2815
HHRT1629
HHRT1299
HHRT130
HHRT1801
HHRT855
HHRT1952
HHRT902
HHRT403
HHRT2773
HHRT1225
HHRT888
HHRT1269
HHRT1007
HHRT1985
HHRT372
HHRT311
HHRT2365
HHRT1446
HHRT759
HHRT422
HHRT398
HHRT2763
HHRT1135
HHRT1618
HHRT2834
HHRT711
HHRT18
HHRT411
HHRT292
HHRT862
HHRT2558
HHRT1433
HHRT986
HHRT2918
HHRT1653
HHRT2064
HHRT1362
HHRT922
HHRT2756
HHRT756
HHRT2951
HHRT2407
HHRT2528
HHRT1748
HHRT2237
HHRT2659
HHRT2792
HHRT1486
HHRT2745
HHRT2470
HHRT2115
HHRT232
HHRT2406
HHRT100
HHRT1287
HHRT1588
HHRT2780
HHRT280
HHRT189
HHRT728
HHRT404
HHRT2997
HHRT2019
HHRT2685
HHRT412
HHRT321
HHRT1702
HHRT1012
HHRT1185
HHRT832
HHRT1444
HHRT896
HHRT2667
HHRT294
HHRT2713
HHRT2311
HHRT537
HHRT89
HHRT2424
HHRT2454
HHRT2402
HHRT1524
HHRT2121
HHRT2959
HHRT2086
HHRT161
HHRT1909
HHRT2429
HHRT185
HHRT1100
HHRT1265
HHRT2254
HHRT2838
HHRT234
HHRT440
HHRT585
HHRT999
HHRT192
HHRT2344
HHRT1456
HHRT353
HHRT2926
HHRT76
HHRT2411
HHRT1441
HHRT1096
HHRT2303
HHRT629
HHRT670
HHRT1676
HHRT420
HHRT2676
HHRT1814
HHRT1944
HHRT90
HHRT1457
HHRT40
HHRT145
HHRT860
HHRT430
HHRT2403
HHRT2475
HHRT2662
HHRT2595
HHRT2965
HHRT791
HHRT1092
HHRT87
HHRT2639
HHRT2866
HHRT1798
HHRT2380
HHRT987
HHRT907
HHRT1977
HHRT963
HHRT451
HHRT2909
HHRT297
HHRT612
HHRT1815
HHRT1697
HHRT2252
HHRT496
HHRT1300
HHRT245
HHRT513
HHRT2028
HHRT1705
HHRT924
HHRT668
HHRT1407
HHRT6
HHRT1155
HHRT1285
HHRT1933
HHRT238
HHRT2215
HHRT1916
HHRT1731
HHRT2293
HHRT2533
HHRT1048
HHRT224
HHRT1330
HHRT8
HHRT2985
HHRT111
HHRT429
HHRT2262
HHRT2827
HHRT2053
HHRT2848
HHRT2335
HHRT957
HHRT473
HHRT1937
HHRT695
HHRT741
HHRT843
HHRT2859
HHRT2313
HHRT512
HHRT15
HHRT666
HHRT194
HHRT2371
HHRT790
HHRT530
HHRT2097
HHRT546
HHRT2530
HHRT241
HHRT2015
HHRT2846
HHRT460
HHRT1389
HHRT155
HHRT2607
HHRT1547
HHRT1369
HHRT892
HHRT1172
HHRT1908
HHRT1338
HHRT2258
HHRT1413
HHRT2200
HHRT1471
HHRT2271
HHRT1684
HHRT1368
HHRT131
HHRT1054
HHRT1406
HHRT1669
HHRT99
HHRT710
HHRT2195
HHRT1692
HHRT2166
HHRT416
HHRT1198
HHRT1314
HHRT2705
HHRT2219
HHRT52
HHRT887
HHRT1942
HHRT109
HHRT187
HHRT2169
HHRT2087
HHRT890
HHRT1613
HHRT2480
HHRT1768
HHRT1544
HHRT1445
HHRT373
HHRT964
HHRT252
HHRT1854
HHRT1164
HHRT1846
HHRT1158
HHRT2259
HHRT275
HHRT1139
HHRT2137
HHRT2791
HHRT1228
HHRT524
HHRT2523
HHRT1514
HHRT2945
HHRT2506
HHRT2368
HHRT1482
HHRT635
HHRT438
HHRT2393
HHRT1264
HHRT2342
HHRT1237
HHRT1616
HHRT2024
HHRT2309
HHRT413
HHRT2249
HHRT1423
HHRT2179
HHRT2956
HHRT1888
HHRT2995
HHRT1983
HHRT2009
HHRT1409
HHRT852
HHRT1263
HHRT770
HHRT1203
HHRT2653
HHRT2578
HHRT1
HHRT1816
HHRT1898
HHRT1841
HHRT1006
HHRT210
HHRT1671
HHRT2012
HHRT2049
HHRT1924
HHRT1099
HHRT703
HHRT2679
HHRT1004
HHRT2919
HHRT180
HHRT1313
HHRT685
HHRT1190
HHRT2242
HHRT1493
HHRT2889
HHRT1984
HHRT2976
HHRT1215
HHRT1574
HHRT1551
HHRT649
HHRT267
